,Unnamed: 0,Earmark Description,Location,Amount,Administering State Agency,State Agency Contact,Account Number,Earmark Language,Agency,Categories,Health,Housing,Food,Arts,Construction,Economic,Education,Environment,Essential Services,Equality,Events,Historical,Human Services,Mental Health,Occupational,Recreation,Rehabilitation,Religious,Transport,Technology,Youth Programs,Accessibility,Maintenance,Research,amdt_match
490,490,Merrimack Valley Public Safety Youth Center,Lawrence,200000,DPH - Department Of Public Health,robert.w.oliver2@mass.gov,45130101,"provided further, that not less than $200,000 shall be expended to the Merrimack Valley Public Safety Youth Center operated by Lawrence Family Development, Inc. in the city of Lawrence to further their programs to provide programming for at-risk youth and gun violence prevention",DPH,"Youth Programs, Human Services",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,Merrimack Valley Public Safety Youth Center
491,491,Methuen High School Students Against Destructive Decisions,Methuen,20000,DESE - Department Of Elementary & Secondary Education,jjou@mass.gov,70100013,"provided further, that not less than $20,000 shall be expended to Methuen high school for the Students Against Destructive Decisions program",DES,Education,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Methuen High School Students Against Destructive Decisions
492,492,MetroWest Regional Transit Authority for Micro-Transit Vehicles,Framingham,50000,DOT - Massachusetts Department Of Transportation,jon.lenicheck@dot.state.ma.us,15992032,"provided further, that not less than $50,000 shall be expended for the MetroWest Regional Transit Authority for the deployment of 2 micro-transit vehicles in the center of the town of Hudson, to provide in-town transportation with connection to fixed routes in the city of Marlborough for Saturday service",DOT,Transport,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,MetroWest Regional Transit Authority for Micro-Transit Vehicles
493,493,Microfab Cleanup in Amesbury,Amesbury,75000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,15992031,"provided further, that not less than $75,000 shall be expended for the cleanup of contamination at the Microfab site on state route 110 in the city of Amesbury",DCR,"Transport, Maintenance",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,Microfab Cleanup in Amesbury
494,494,Middlesex Canal Association,Billerica,50000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $50,000 shall be expended for capital improvements for the Middlesex Canal Museum renovation",MMP,"Arts, Maintenance",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Middlesex Canal Association
495,495,Middlesex County Restoration Center,Middlesex County,5000000,ANF - Executive Office For Administration And Finance,daniel.shark@mass.gov,15992026,"provided further, that not less than $5,000,000 shall be transferred to the Criminal Justice and Community Support Trust Fund established in section 2QQQQQ of chapter 29 of the General Laws for the implementation of a county restoration center in Middlesex county to be overseen by the Middlesex County Restoration Center Commission to divert persons suffering from mental health or substance use conditions who interact with law enforcement or the court system during a pre-arrest investigation or the pre-adjudication process from lock-up facilities and hospital emergency departments to appropriate treatment",ANF,"Maintenance, Rehabilitation, Research, Health",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,Middlesex County Restoration Center
496,496,Milford Community Impact Substance Abuse and Intervention Program,Milford,150000,DMH - Department Of Mental Health,stephen.cidlevich@mass.gov,50110101,"provided further, that not less than $150,000 shall be expended for Community Impact of Milford to maintain a regional substance abuse outreach, intervention, recovery and outpatient program in the greater Milford area",DMH,"Transport, Rehabilitation",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,Milford Community Impact Substance Abuse and Intervention Program
497,497,Mill Brook Climate Resilience Initiative,Arlington,200000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,15992031,"provided further, that not less than $200,000 shall be expended for the town of Arlington for construction, upgrades and improvements to Mill brook",DCR,"Environment, Construction, Maintenance",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Mill Brook Climate Resilience Initiative
498,498,Millbury Bridge Repair,Millbury,130000,DOT - Massachusetts Department Of Transportation,jon.lenicheck@dot.state.ma.us,15992058,"provided further, that not less than $130,000 shall be expended to the town of Millbury for bridge replacement or repairs",DOT,"Transport, Maintenance",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,Millbury Bridge Repair
499,499,Millbury Storm Drain Cleaning,Millbury,19000,DEP - Department Of Environmental Protection,steven.mccurdy@mass.gov,20000015,"provided further, that not less than $19,000 shall be expended to the town of Millbury for the cleaning of drainage lines",DEP,"Environment, Maintenance, Human Services",False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,Millbury Storm Drain Cleaning
500,500,Millville Elementary School Patio,Millville,45000,DESE - Department Of Elementary & Secondary Education,jjou@mass.gov,70100015,"provided further, that not less than $45,000 shall be expended for upgrades to an outdoor patio area for classes to be held at the Millville elementary school in the town of Millville",DES,"Education, Maintenance",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Millville Elementary School Patio
501,501,Millville Public Safety Improvements,Millville,75000,EPS - Executive Office Of Public Safety & Homeland Security,Brian.Merrick@mass.gov,15992058,"provided further, that not less than $75,000 shall be expended to the town of Millville for public safety improvements to its highway department shed",EPS,"Human Services, Maintenance",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,Millville Public Safety Improvements
502,502,"Milton Community Food Pantry, Inc.",Milton,5000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992050,(d) the Milton Community Food Pantry Incorporated,MDA,Food,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Milton Community Food Pantry, Inc."
503,503,Milton Community Health Assessment,Milton,30000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further that $30,000 be allocated to the town of Milton for a community health assessment",EHS,"Research, Health",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Milton Community Health Assessment
504,504,Milton Council on Aging Staffing,Milton,68000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that $68,000 be expended for wellness classes and additional staffing at the council on aging in the town of Milton",EHS,Human Services,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Milton Council on Aging Staffing
505,505,Milton School Building HVAC Improvements,Milton,50000,ANF - Executive Office For Administration And Finance,daniel.shark@mass.gov,70100015,"provided further, that not less than $50,000 shall be allocated to the town of Milton for improvements to the heating, ventilation and air conditioning systems in the Milton public schools",ANF,"Construction, Maintenance, Education",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Milton School Building HVAC Improvements
506,506,MissionSAFE Workforce Development,Boston,100000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,15992043,"provided further, that not less than $100,000 shall be expended for MissionSAFE of Boston for the expansion of pre-apprenticeship and jobs skills programming, in partnership with established sports and arts-based workforce development programs and with bona fide training programs of building trades, laborers, carpenters, and other trades or locals targeting youth and young adults up to age 26, who because of violence or trauma are initially resistant to and need “step-up” bridge programming before effective participation in traditional apprenticeship programming",HED,"Recreation, Construction, Youth Programs, Human Services, Transport, Arts, Occupational",False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,MissionSAFE Workforce Development
507,507,Monoosnoc Brook in Leominster,Leominster,250000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,28000111,"provided further, that not less than $250,000 shall be expended to the city of Leominster for the repair of Monoosnoc brook",DCR,Maintenance,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Monoosnoc Brook in Leominster
508,508,Montgomery Town Hall,Montgomery,50000,ANF - Executive Office For Administration And Finance,daniel.shark@mass.gov,15992058,"provided further, that not less than $50,000 shall be expended to the town of Montgomery for renovations and improvements to Montgomery town hall",ANF,Maintenance,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Montgomery Town Hall
509,509,More Than Words of Boston,Boston,100000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that not less than $100,000 shall be expended to be expended to More than Words of Boston",EHS,Human Services,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,More Than Words of Boston
510,510,Municipal Broadband Services in Northern Berkshire County,Adams,230000,DOR - Department Of Revenue,krzywickil@dor.state.ma.us,15992032,"provided further, that not less than $230,000 shall be expended to upgrade and provide municipal broadband services in low-income and underserved communities in the towns of Adams, Cheshire, Clarksburg, Florida, Hancock, Lanesborough, New Ashford, and Williamstown and the city of North Adams, of which, not less than $40,000 shall be expended for the town of Florida",DOR,"Transport, Maintenance, Technology",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,Municipal Broadband Services in Northern Berkshire County
511,511,Museum of African American History,Boston,50000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $50,000 shall be expended for the Museum of African American History, Incorporated",MMP,"Arts, Historical",False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Museum of African American History
512,512,Museum of Science STEM Program,Boston,300000,EOE - Executive Office Of Education,Joanne.M.Puopolo@mass.gov,70100013,"provided further, that not less than $300,000 shall be expended for the Museum of Science, Boston to hire and retain science, technology, engineering and mathematics educators to help residents access STEM education at the museum and virtually through MOS at School",EOE,"Arts, Education, Technology",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Museum of Science STEM Program
513,513,NAACP Boston Branch,Boston,100000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,15992043,"provided further, that not less than $100,000 shall be expended for the NAACP Boston branch",HED,Equality,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NAACP Boston Branch
514,514,Nahatan Village Sewer Line Replacement,Norwood,100000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $100,000 shall be expended for the Norwood housing authority for Nahatan Village for the replacement of sewer lines",DHC,"Housing, Human Services, Maintenance, Environment",False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,Nahatan Village Sewer Line Replacement
515,515,Nantasket Beach Boardwalk in Hull,Hull,250000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,28000111,"provided further, that not less than $250,000 shall be expended to the town of Hull for immediate improvements and emergency repairs to the Nantasket beach boardwalk area",DCR,"Recreation, Maintenance, Arts, Environment, Health",True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,Nantasket Beach Boardwalk in Hull
516,516,Natick After School Support,Natick,150000,DESE - Department Of Elementary & Secondary Education,jjou@mass.gov,70100013,"provided further, that not less than $150,000 shall be expended for the Natick public schools for after-school tutoring support and mental health services",DES,"Education, Health",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Natick After School Support
517,517,Natick Housing Authority,Natick,100000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $100,000 shall be expended for the Natick Housing Authority to provide upgrades at housing facilities, including improvements related to kitchens, generators emergency management, and accessibility",DHC,"Housing, Human Services, Maintenance, Health",True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,Natick Housing Authority
518,518,Needham Housing Authority Capital Improvements,Needham,1250000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $1,250,000 shall be expended for capital improvements to state-aided public housing in the town of Needham",DHC,"Housing, Maintenance",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Needham Housing Authority Capital Improvements
519,519,Neighborhood Stabilization in Boston's South End,Boston,550000,ANF - Executive Office For Administration And Finance,daniel.shark@mass.gov,15992058,"provided further, that not less than $550,000 shall be expended to Inquilinos Boricua En Accion, Inc. for the stabilization of neighborhoods in the South End section of the city of Boston",ANF,"Equality, ",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Neighborhood Stabilization in Boston's South End
520,520,"Neighbors Helping Neighbors, Inc. for Services Addressing Food Insecurity",South Hadley,100000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992050,"provided further, that not less than $100,000 shall be expended to Neighbors Helping Neighbors, Inc. in South Hadley to expand services addressing food insecurity",MDA,Food,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Neighbors Helping Neighbors, Inc. for Services Addressing Food Insecurity"
521,521,Neponest River Regional Chamber,Boston,100000,ANF - Executive Office For Administration And Finance,daniel.shark@mass.gov,15992058,"provided further, not less than $100,000 shall be expended to the Neponset River Regional Chamber for small businesses within the region",ANF,"Economic, Transport",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Neponest River Regional Chamber
522,522,Neponset River Access,Boston,75000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,15992031,"provided further, that not less than $75,000 shall be expended to expand the Edgewater and Doyle park plans to provide access to the Neponset river for the Belnel neighborhood in the Hyde Park section of the city of Boston",DCR,"Environment, Recreation, Research",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,Neponset River Access
523,523,Network for Social Justice Anti-Racism Efforts,Winchester,25000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that not less than $25,000 shall be expended to the Network for Social Justice, Inc. in the town of Winchester to support expanded anti-racism training, hate crimes data collection and other efforts",EHS,"Occupational, Transport",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,Network for Social Justice Anti-Racism Efforts
524,524,New Bedford Art Museum,New Bedford,150000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $150,000 shall be expended for the New Bedford Art Museum",MMP,Arts,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,New Bedford Art Museum
525,525,New Bedford Cape Verdean Association,New Bedford,200000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,15992043,"provided further, that not less than $200,000 shall be expended for the Cape Verdean Association in New Bedford",HED,Equality,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,New Bedford Cape Verdean Association
526,526,New Bedford Festival Theater,New Bedford,50000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $50,000 shall be expended for the New Bedford Festival Theater",MMP,Arts,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,New Bedford Festival Theater
527,527,New Braintree Town Hall,New Braintree,50000,ANF - Executive Office For Administration And Finance,daniel.shark@mass.gov,15992058,"provided further, that not less than $50,000 shall be expended for town hall improvements in the town of New Braintree",ANF,"Recreation, Maintenance",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,New Braintree Town Hall
528,528,New England Aquarium,Boston,1000000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $1,000,000 shall be expended to the New England Aquarium Corporation for maintenance upgrades and other improvements including those necessary for the operation of facilities operated by the New England Aquarium Corporation in the cities of Boston and Quincy",MMP,"Economic, Maintenance",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,New England Aquarium
529,529,New England Center for Children,Southborough,1000000,DESE - Department Of Elementary & Secondary Education,jjou@mass.gov,70100013,"provided, that not less than $1,000,000 shall be expended for the extraordinary and unreimbursed 2019 novel coronavirus pandemic-related expenditures incurred by the New England Center for Children",DES,Youth Programs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,New England Center for Children
530,530,New England Farm Workers Council Childcare,Springfield,100000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,15992043,"provided further, that not less than $100,000 shall be expended for the New England Farm Workers’ Council, Inc. for building capacity in the childcare provider system in predominately Latino communities",HED,"Occupational, Construction, Equality",False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,New England Farm Workers Council Childcare
531,531,New England Farm Workers Council Employment and Training,Springfield,100000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,15992043,"provided further, that not less than $100,000 shall be expended for the New England Farm Workers’ Council, Inc for education, employment, training and community networking opportunities for individuals and young adults",HED,"Transport, Occupational, Education",False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,New England Farm Workers Council Employment and Training
532,532,New England Historic Genealogical Society,Boston,500000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $500,000 shall be expended to the New England Historic Genealogical Society",MMP,Historical,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,New England Historic Genealogical Society
533,533,New England Public Media,Amherst,200000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,15992043,"provided further, that not less than $200,000 shall be expended for community engagement and education space for New England Public Media, Inc.",HED,"Arts, Education, Human Services",False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,New England Public Media
534,534,New England Wildlife Center in Weymouth,Weymouth,100000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,28000111,"provided further, that not less than $100,000 shall be expended to the New England Wildlife Center, Inc. in the city known as the town of Weymouth",DCR,Environment,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,New England Wildlife Center in Weymouth
535,535,New Firestation Feasibility Study,Malden,75000,DFS - Department Of Fire Services,David.Clemons@mass.gov,15992032,"provided further, that not less than $75,000 shall be expended to the city of Malden for a feasibility study on the establishment of a fire station in eastern Malden",DFS,"Essential Services, Research",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,New Firestation Feasibility Study
536,536,New Hope Domestic Violence Shelter,Attleboro,300000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that not less than $300,000 shall be expended to New Hope, Inc. in the city of Attleboro for development of a domestic violence shelter and services to support survivors of domestic violence",EHS,Human Services,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,New Hope Domestic Violence Shelter
537,537,New North Citizens Council Youth Workforce,Springfield,100000,LWD - Executive Office Of Labor And Workforce Development,sheila.l.tunney2@mass.gov,70030102,"provided further, that not less than $100,000 shall be expended to the New North Citizens Council, Inc., in the city of Springfield to support their youth workforce development programs and COVID-19 housing stabilization programs",LWD,"Housing, Youth Programs, Occupational, Health",True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,New North Citizens Council Youth Workforce
538,538,New Town Salt Shed,Norfolk,50000,DOT - Massachusetts Department Of Transportation,jon.lenicheck@dot.state.ma.us,15992032,"provided further, that not less than $50,000 shall be expended for a new town salt shed in the town of Norfolk",DOT,Transport,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,New Town Salt Shed
539,539,New Town Water Well,Plainville,100000,DEP - Department Of Environmental Protection,steven.mccurdy@mass.gov,20000015,"provided further, that not less than $100,000 shall be expended to the town of Plainville for a new water well",DEP,Environment,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,New Town Water Well
540,540,Newton - Needham Bicycle and Pedestrian Path,Needham,200000,DOT - Massachusetts Department Of Transportation,jon.lenicheck@dot.state.ma.us,15992058,"provided further, that not less than $200,000 shall be expended for a feasibility and preliminary design study for a bicycle and pedestrian trail between the town of Needham and the city of Newton via a new community bridge spanning state highway route 128, the existing rail bridge spanning the Charles river and connecting to the Newton Upper Falls Greenway and Needham Heights",DOT,"Transport, Recreation, Research",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,Newton - Needham Bicycle and Pedestrian Path
541,541,Newton First Baptist Church Upgrade,Newton,125000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,15992043,"provided further, that not less than $125,000 shall be expended for upgrading ventilation at the historic First Baptist Church in Newton with a fresh air circulation and air purification system",HED,"Religious, Historical, Maintenance",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,Newton First Baptist Church Upgrade
542,542,"No Books, No Ball Basketball Program",Boston,50000,DESE - Department Of Elementary & Secondary Education,jjou@mass.gov,70100013,"provided further, that not less than $50,000 shall be expended to No Books, No Ball Basketball Program, a non-profit corporation for after school and summer programming for students disproportionately impacted by the 2019 novel coronavirus",DES,"Recreation, Equality, Education",False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,"No Books, No Ball Basketball Program"
543,543,Nonantum Neighborhood Association,Newton,25000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,15992043,"provided further, that not less than $25,000 shall be expended for the Nonantum Neighborhood Association",HED,Economic,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Nonantum Neighborhood Association
544,544,Norfolk Wastewater Treatment Center,Norfolk,100000,DEP - Department Of Environmental Protection,steven.mccurdy@mass.gov,20000015,"provided further, that not less than $100,000 shall be expended to the town of Norfolk for development of a town center wastewater treatment plant",DEP,"Environment, Research",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Norfolk Wastewater Treatment Center
545,545,North Andover Community Support Coordinators,North Andover,100000,DPH - Department Of Public Health,robert.w.oliver2@mass.gov,45130101,"provided further, that not less than $100,000 shall be expended for continued investment in North Andover’s community support coordinators, in order to respond to the increase in mental health, substance use disorder, and domestic violence escalations resulting from the 2019 novel coronavirus pandemic",DPH,"Rehabilitation, Recreation, Human Services, Health",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,North Andover Community Support Coordinators
546,546,North Attleborough High School Robotics Program,North Attleborough,100000,DESE - Department Of Elementary & Secondary Education,jjou@mass.gov,70100013,"provided further, that not less than $100,000 shall be expended for North Attleborough school department to purchase equipment to facilitate the startup of a robotics program",DES,Education,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North Attleborough High School Robotics Program
547,547,North Bristol County Assistance Collaborative Shelter to Permanent Housing,Taunton,125000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $125,000 shall be expended to North Bristol County Assistance Collaborative for the continued production of an innovative crisis shelter to permanent supportive housing facility for chronically homeless individuals, addressing the public health emergency of homelessness, exacerbated by 2019 novel coronavirus, due to densely populated congregate shelters and growing encampments of unsheltered individuals",DHC,"Housing, Health",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North Bristol County Assistance Collaborative Shelter to Permanent Housing
548,548,North Brookfield Townhouse,North Brookfield,50000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $50,000 shall be expended for North Brookfield townhouse renovations",MMP,"Housing, Maintenance",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,North Brookfield Townhouse
549,549,North Central Education Compact,Fitchburg,150000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,70022023,"provided further, that not less than $150,000 shall be expended to the North Central Massachusetts Chamber Foundation, Inc. to hire a business and education liaison to facilitate business and education partnerships",HED,"Transport, Economic, Education",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,North Central Education Compact
550,550,North Shore Blue Economy Initiative,Gloucester,200000,EEA - Executive Office Of Environmental Affairs,max.j.tassinari@mass.gov,20000103,"provided further, that not less than $200,000 shall be expended for the North Shore Blue Economy initiative",EEA,Economic,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North Shore Blue Economy Initiative
551,551,North Street Bridge in Ware,Ware,300000,ANF - Executive Office For Administration And Finance,daniel.shark@mass.gov,15992058,"provided further, that not less than $300,000 shall be expended for the reconstruction of the North Street bridge in the town Ware",ANF,"Recreation, Construction, Historical",False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,North Street Bridge in Ware
552,552,Northampton Arts Trust,Northampton,100000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $100,000 shall be expended for the Northampton Arts Trust for the completion of its black box theater",MMP,"Arts, Equality",False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Northampton Arts Trust
553,553,Northampton Chamber of Commerce,Northampton,50000,SEA - Department Of Business And Technology,nhat.le@mass.gov,15992043,"provided further, that not less than $50,000 shall be expended to the Northampton Chamber of Commerce, Inc. to procure rapid COVID-19 test kits for use by area businesses so that they may remain open safely",SEA,"Economic, Transport, Health",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Northampton Chamber of Commerce
554,554,Northbridge Public Safety Broadband Infrastructure Improvements,Northbridge,100000,DOR - Department Of Revenue,krzywickil@dor.state.ma.us,70100013,"provided further, that not less than $100,000 shall be expended for town of Northbridge for public safety broadband infrastructure improvements",DOR,"Maintenance, Transport, Human Services, Technology",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,Northbridge Public Safety Broadband Infrastructure Improvements
555,555,Norton Point Beach Dune Restoration in Edgartown,Edgartown,100000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,28000111,"provided further, that not less than $100,000 shall be expended to nourish and restore beach dunes and restore coastal habitat on Norton point beach in the town of Edgartown",DCR,"Environment, Maintenance",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Norton Point Beach Dune Restoration in Edgartown
556,556,Norwell Water Department PFAS Mitigation,Norwell,50000,DEP - Department Of Environmental Protection,steven.mccurdy@mass.gov,15992032,"provided further, that not less than $50,000 shall be expended for the town of Norwell water department for perfluoroalkyl and polyfluoroalkyl substances mitigation",DEP,"Environment, Rehabilitation",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Norwell Water Department PFAS Mitigation
557,557,Norwood Council on Aging,Norwood,50000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that not less than $50,000 shall be expended to the Norwood council on aging for programs and technology upgrades",EHS,"Human Services, Technology, Maintenance",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,Norwood Council on Aging
558,558,Norwood Food Pantry,Norwood,50000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992050,"provided further, not less than $50,000 shall be expended to the Norwood Food Pantry",MDA,Food,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Norwood Food Pantry
